task_id,title,description,stage,week,due_date_offset_days,default_assignee,category,priority,is_premium,sort_order,time_estimate_minutes,related_article_slug,is_time_sensitive,window_weeks,commonly_completed_early,why_it_matters,catch_up_behavior
POST-W44-002,12-Month Pediatrician Visit,"Comprehensive 1-year checkup: walking assessment, language development check (should have 1-3 words), hemoglobin test for anemia, and growth chart review. This is a big milestone visit. Bring a list of words baby uses, foods they eat, and any behavioral concerns. Ask about weaning from bottle and transitioning to whole milk.",post-birth,44,365,either,health,must-do,False,79,15,,True,2,False,"The 1-year visit is the most comprehensive checkup since birth. It assesses walking readiness, language development, social interaction, and nutritional status (hemoglobin for anemia). If early intervention is needed, this is the age where referrals are most impactful.",expired
POST-W52-004,Language Explosion Prep,"Between 15-18 months, vocabulary explodes from ~10 words to 50+. Accelerate it: narrate everything you do ('Dad is pouring milk, now Dad is closing the fridge'), read board books daily and point to pictures, pause and let them try to say the word. Respond to every babble attempt — it encourages more. Avoid baby talk; use real words in simple sentences.",post-birth,52,400,either,development,good-to-do,False,177,15,,False,99,False,The 15-18 month vocabulary explosion is one of the most dramatic developmental leaps. Kids who are talked to and read to at this stage develop larger vocabularies that correlate with school readiness. Narrating your day costs nothing and compounds daily.,catch_up
POST-W52-003,Annual Family Photo,"Schedule an annual family photo session to mark the first year. This can be professional or DIY — what matters is having everyone in one photo. Coordinate outfits (not matching, just complementary colors), schedule during toddler's best hour (usually 9-10 AM), and bring snacks for bribery. Accept that at least one photo will have someone crying.",post-birth,52,400,either,magic,good-to-do,False,120,10,,False,99,False,One year goes faster than you think. Having a professional family photo where everyone is in the same frame (not just phone selfies) is something you'll value more each passing year. It also makes a great holiday card or gift for grandparents.,catch_up
POST-W56-001,Toddler Proofing Update,"Re-assess home safety as your toddler's mobility and reach increase dramatically. They can now open drawers, climb furniture, reach countertops (with a stool or chair), and turn door handles. Add toilet locks, stove knob covers, and door lever locks. Move chairs away from counters. Re-anchor any furniture they could pull over.",post-birth,56,430,dad,safety,must-do,False,178,20,,False,6,False,"Toddlers can now climb, reach, and open things they couldn't before. The furniture you anchored at 6 months might need re-checking (they're heavier now). New hazards emerge: toilet drowning risk, stove access, medication access. Safety proofing isn't a one-time task — it evolves with their abilities.",catch_up
POST-W52-001,15-Month Vaccines,"The 15-month visit includes DTaP booster (dose 4), Hib booster, PCV13 booster, Hepatitis A (dose 1), and additional catch-up vaccines if needed per CDC schedule. This is one of the heavier vaccine visits — expect fussiness and possible low fever for 24-48 hours. Schedule the appointment for a day when you can be home to help with post-vaccine crankiness.",post-birth,52,450,either,health,must-do,False,83,15,,True,2,False,The 15-month vaccine round is one of the heaviest — 4-5 shots in one visit. Skipping or delaying leaves your toddler vulnerable during the exact age they're touching everything and putting it in their mouth. The post-vaccine fussiness is real but temporary. The diseases these prevent are not.,expired
POST-W52-002,15-Month Pediatrician Visit,"Toddler milestone check: should have 5-10 words, point to things they want, follow simple commands ('give me the ball'), and show affection. If your child has fewer than 5 words or isn't pointing by 15 months, request an early intervention evaluation — the earlier support starts, the more effective it is.",post-birth,52,450,either,health,must-do,False,84,15,,True,2,False,"At 15 months, your pediatrician is specifically looking for early signs of autism, speech delay, and motor issues. If your child has fewer than 5 words or isn't pointing, this is when early intervention referrals happen — and early intervention is dramatically more effective than waiting.",expired
POST-W60-004,Temper Tantrum Management,"Learn strategies for handling toddler tantrums: stay calm (they mirror your energy), acknowledge the feeling ('You're angry because...'), offer choices ('Do you want the red cup or blue cup?'), and use distraction. Never reason with a melting-down toddler — their prefrontal cortex is years from being able to process logic mid-tantrum. Tantrums peak between 18-24 months and are developmentally normal.",post-birth,60,460,either,development,good-to-do,False,179,15,,False,99,False,Tantrums are not manipulation — a toddler's prefrontal cortex (the rational brain) won't be developed enough for emotional regulation until age 3-4. Understanding the neuroscience helps you respond with patience instead of frustration. How you handle tantrums now sets the pattern for years.,catch_up
POST-W68-001,Imaginative Play Begins,"Your toddler is starting to pretend: feeding a stuffed animal, talking on a toy phone, stirring an empty pot. Join in — don't just watch. Pretend play is how they process the world and develop empathy. Give them simple props: cardboard boxes, play kitchen items, dolls, and toy tools. Follow their lead. This is bonding time disguised as play.",post-birth,68,520,either,development,good-to-do,False,181,15,,False,99,False,"Pretend play is how toddlers process their world, develop empathy, and build language skills. Joining their play (not directing it) strengthens your bond and shows them their ideas matter. These moments of following their lead are bonding time disguised as play.",catch_up
POST-W60-002,18-Month Pediatrician Visit,"The 18-month visit includes an autism screening (M-CHAT questionnaire), language assessment (should have 10-20 words), sleep pattern review, and behavioral discussion. This is one of the most important developmental checkups. Be honest about any concerns — if you've noticed delayed speech, lack of eye contact, or repetitive behaviors, now is the time to raise them.",post-birth,60,540,either,health,must-do,False,86,15,,True,2,False,The 18-month M-CHAT autism screening is one of the most important developmental checkpoints. Autism spectrum disorder is most effectively treated when identified early — children who receive intervention before age 2 have significantly better language and social outcomes than those diagnosed later.,expired
POST-W60-001,18-Month Vaccines,"Hepatitis A dose 2, DTaP booster if not completed, and flu booster if in season. Review the full immunization record at this visit to confirm nothing was missed or is overdue. Your toddler may resist more actively now — bring stickers or a small reward and keep it matter-of-fact.",post-birth,60,540,either,health,must-do,False,85,15,,True,2,False,Keeping vaccines current before the toddler enters preschool or playgroups prevents outbreaks. Some preschools require proof of full immunization for enrollment — falling behind now creates a scramble later.,expired
POST-W60-003,Potty Training Readiness Check,"Look for signs of potty training readiness: staying dry for 2+ hours, showing interest in the toilet, telling you when diaper is wet/dirty, and able to follow simple instructions. Most children aren't ready until 24-30 months. Don't start too early — it backfires and takes longer. When ready, use a child-sized potty and make it routine, not punitive.",post-birth,60,540,either,development,good-to-do,False,87,15,,False,99,False,"Starting potty training before a child shows readiness signs leads to more accidents, more frustration, and a longer overall process. Children who start when ready (typically 24-30 months) often complete training in days or weeks rather than months.",catch_up
POST-W72-001,24-Month Pediatrician Visit,"2-year comprehensive checkup: developmental assessment (50+ words, 2-word phrases), vision/hearing screening, and Hepatitis A booster if due. This visit focuses heavily on language and social development. Bring examples of your child's vocabulary and any behavioral observations. Ask about preschool readiness and potty training timing.",post-birth,72,730,either,health,must-do,False,88,15,,True,2,False,"This is the comprehensive 2-year assessment that sets the baseline for preschool readiness. Language, social skills, and behavior are evaluated against developmental benchmarks. If your child is not combining words ('more milk,' 'daddy go') by 24 months, this visit triggers speech evaluation referrals.",expired
POST-W72-002,Toddler Bed Transition,"If your toddler is climbing out of the crib, it's time to transition to a toddler bed with rails (or convert the crib if it has a toddler rail option). Place the mattress on the lowest setting first. Use a bed rail and put a soft rug next to the bed for falls. Expect 1-2 weeks of adjusting — they will get out of bed repeatedly. Stay consistent with the return-to-bed routine.",post-birth,72,730,dad,gear,good-to-do,False,89,30,,False,12,False,"A climbing toddler who falls out of the crib is at serious injury risk. Once they can get a leg over the rail, the crib is no longer safe. Having a plan (toddler rail, toddler bed, floor mattress) means you can react within a day instead of scrambling.",catch_up
POST-W72-003,Preschool Research,"Tour local preschools if planning enrollment at age 3. Apply to waitlists early — popular programs fill 12+ months in advance. Visit 2-3 options and look for: teacher-to-student ratio, outdoor play space, curriculum philosophy (play-based vs. academic), and how they handle separation anxiety. Ask about toilet training requirements — most require it.",post-birth,72,730,either,education,good-to-do,False,90,30,,False,6,False,"Popular preschools fill 12+ months in advance. If you wait until age 3 to start looking, the best programs near you may have no openings. Touring early also lets you compare philosophies (Montessori, play-based, academic) and find the right fit for your child.",catch_up
